MENTION	XMLBOTTOM	XML	PATTERN	SCORE	POS
3916	introduction : <DRUG>[Y]</DRUG>	introduction : <DRUG>[Y]</DRUG>	introduction : <DRUG></DRUG>	0.1520609519	2
3917	<DISEASE>[X]</DISEASE> relief	<DISEASE>[X]</DISEASE> relief	<DISEASE></DISEASE> relief	0.1002126353	0
3920	introduction : <DRUG>[Y]</DRUG>	introduction : <DRUG>[Y]</DRUG>	introduction : <DRUG></DRUG>	0.1520609519	2
3921	<DISEASE>[X]</DISEASE> relief	<DISEASE>[X]</DISEASE> relief	<DISEASE></DISEASE> relief	0.1002126353	0
3923	postoperative <DISEASE>[X]</DISEASE> management	postoperative <DISEASE>[X]</DISEASE> management	postoperative <DISEASE></DISEASE> management	0.1306715385	1
3930	<DISEASE>[X]</DISEASE> relief	<DISEASE>[X]</DISEASE> relief	<DISEASE></DISEASE> relief	0.1002126353	0
3931	effects of <DRUG>[Y]</DRUG>	effects of <DRUG>[Y]</DRUG>	effects of <DRUG></DRUG>	0.1561517862	2
3936	chronic low back <DISEASE>[X]</DISEASE>	chronic low back <DISEASE>[X]</DISEASE>	chronic low back <DISEASE></DISEASE>	0.7912996386	3
3938	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
3939	postoperative <DISEASE>[X]</DISEASE> management	postoperative <DISEASE>[X]</DISEASE> management	postoperative <DISEASE></DISEASE> management	0.1306715385	1
3940	<DRUG>[Y]</DRUG> for the treatment	<DRUG>[Y]</DRUG> for the treatment	<DRUG></DRUG> for the treatment	0.308560245	0
3949	efficacy and safety of <DRUG>[Y]</DRUG>	efficacy and safety of <DRUG>[Y]</DRUG>	efficacy and safety of <DRUG></DRUG>	0.797264471	4
3950	low back <DISEASE>[X]</DISEASE>	low back <DISEASE>[X]</DISEASE>	low back <DISEASE></DISEASE>	0.2033862092	2
3952	chronic low back <DISEASE>[X]</DISEASE>	chronic low back <DISEASE>[X]</DISEASE>	chronic low back <DISEASE></DISEASE>	0.7912996386	3
3953	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
3958	-lrb- <DRUG>[Y]</DRUG> -rrb-	-lrb- <DRUG>[Y]</DRUG> -rrb-	-lrb- <DRUG></DRUG> -rrb-	0.1716402204	1
3959	mh - <DISEASE>[X]</DISEASE> / * drug	mh - <DISEASE>[X]</DISEASE> / * drug	mh - <DISEASE></DISEASE> / * drug	0.7234237817	2
3960	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
3961	<DISEASE>[X]</DISEASE> relief	<DISEASE>[X]</DISEASE> relief	<DISEASE></DISEASE> relief	0.1002126353	0
3963	<DRUG>[Y]</DRUG> in the management	<DRUG>[Y]</DRUG> in the management	<DRUG></DRUG> in the management	0.628089074	0
3965	<DRUG>[Y]</DRUG> for the treatment	<DRUG>[Y]</DRUG> for the treatment	<DRUG></DRUG> for the treatment	0.308560245	0
3977	patients with severe <DISEASE>[X]</DISEASE>	patients with severe <DISEASE>[X]</DISEASE>	patients with severe <DISEASE></DISEASE>	0.1960729107	3
3977	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE></DISEASE> -lrb-	0.1413220535	0
3994	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE></DISEASE> -lrb-	0.1413220535	0
3995	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
3997	postoperative <DISEASE>[X]</DISEASE> management	postoperative <DISEASE>[X]</DISEASE> management	postoperative <DISEASE></DISEASE> management	0.1306715385	1
3998	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
4008	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE></DISEASE> -lrb-	0.1413220535	0
4009	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
4011	<DRUG>[Y]</DRUG> -rrb-	<DRUG>[Y]</DRUG> -rrb-	<DRUG></DRUG> -rrb-	0.161314391	0
4014	<DRUG>[Y]</DRUG> -rrb-	<DRUG>[Y]</DRUG> -rrb-	<DRUG></DRUG> -rrb-	0.161314391	0
4017	<DRUG>[Y]</DRUG> -rrb-	<DRUG>[Y]</DRUG> -rrb-	<DRUG></DRUG> -rrb-	0.161314391	0
4021	chronic low back <DISEASE>[X]</DISEASE>	chronic low back <DISEASE>[X]</DISEASE>	chronic low back <DISEASE></DISEASE>	0.7912996386	3
4029	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
4041	<DISEASE>[X]</DISEASE> relief	<DISEASE>[X]</DISEASE> relief	<DISEASE></DISEASE> relief	0.1002126353	0
4042	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
4043	<DISEASE>[X]</DISEASE> relief	<DISEASE>[X]</DISEASE> relief	<DISEASE></DISEASE> relief	0.1002126353	0
4045	plasma <DRUG>[Y]</DRUG> concentrations	plasma <DRUG>[Y]</DRUG> concentrations	plasma <DRUG></DRUG> concentrations	0.2028028758	1
4047	superior to <DRUG>[Y]</DRUG>	superior to <DRUG>[Y]</DRUG>	superior to <DRUG></DRUG>	0.1560378314	2
4047	<DRUG>[Y]</DRUG> for postoperative <DISEASE>[X]</DISEASE> relief	<DRUG>[Y]</DRUG> for postoperative <DISEASE>[X]</DISEASE> relief	<DRUG></DRUG> for postoperative <DISEASE></DISEASE> relief	0.8456278233	0
4048	<DRUG>[Y]</DRUG> for postoperative <DISEASE>[X]</DISEASE> relief	<DRUG>[Y]</DRUG> for postoperative <DISEASE>[X]</DISEASE> relief	<DRUG></DRUG> for postoperative <DISEASE></DISEASE> relief	0.8456278233	3
4051	<DISEASE>[X]</DISEASE> relief	<DISEASE>[X]</DISEASE> relief	<DISEASE></DISEASE> relief	0.1002126353	0
4052	<DISEASE>[X]</DISEASE> relief	<DISEASE>[X]</DISEASE> relief	<DISEASE></DISEASE> relief	0.1002126353	0
4053	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
4060	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
4065	chronic idiopathic <DISEASE>[X]</DISEASE>	chronic idiopathic <DISEASE>[X]</DISEASE>	chronic idiopathic <DISEASE></DISEASE>	0.2033862092	2
4066	effect of <DRUG>[Y]</DRUG>	effect of <DRUG>[Y]</DRUG>	effect of <DRUG></DRUG>	0.1561517862	2
4067	chronic idiopathic <DISEASE>[X]</DISEASE>	chronic idiopathic <DISEASE>[X]</DISEASE>	chronic idiopathic <DISEASE></DISEASE>	0.2033862092	2
4069	chronic idiopathic <DISEASE>[X]</DISEASE>	chronic idiopathic <DISEASE>[X]</DISEASE>	chronic idiopathic <DISEASE></DISEASE>	0.2033862092	2
4070	effect of <DRUG>[Y]</DRUG>	effect of <DRUG>[Y]</DRUG>	effect of <DRUG></DRUG>	0.1561517862	2
4071	chronic idiopathic <DISEASE>[X]</DISEASE>	chronic idiopathic <DISEASE>[X]</DISEASE>	chronic idiopathic <DISEASE></DISEASE>	0.2033862092	2
4073	chronic idiopathic <DISEASE>[X]</DISEASE>	chronic idiopathic <DISEASE>[X]</DISEASE>	chronic idiopathic <DISEASE></DISEASE>	0.2033862092	2
4074	<DRUG>[Y]</DRUG> is an effective	<DRUG>[Y]</DRUG> is an effective	<DRUG></DRUG> is an effective	0.2343704171	0
4076	effects of <DRUG>[Y]</DRUG>	effects of <DRUG>[Y]</DRUG>	effects of <DRUG></DRUG>	0.1561517862	2
4077	effect of <DRUG>[Y]</DRUG>	effect of <DRUG>[Y]</DRUG>	effect of <DRUG></DRUG>	0.1561517862	2
4079	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
4085	efficacy of <DRUG>[Y]</DRUG>	efficacy of <DRUG>[Y]</DRUG>	efficacy of <DRUG></DRUG>	0.1561517862	2
4099	<DRUG>[Y]</DRUG> for the treatment	<DRUG>[Y]</DRUG> for the treatment	<DRUG></DRUG> for the treatment	0.308560245	0
4105	treatment of <DISEASE>[X]</DISEASE>	treatment of <DISEASE>[X]</DISEASE>	treatment of <DISEASE></DISEASE>	0.6187262921	2
4115	role of <DRUG>[Y]</DRUG>	role of <DRUG>[Y]</DRUG>	role of <DRUG></DRUG>	0.4532516623	2
4118	treatment of <DISEASE>[X]</DISEASE>	treatment of <DISEASE>[X]</DISEASE>	treatment of <DISEASE></DISEASE>	0.6187262921	2
4121	patients with chronic <DISEASE>[X]</DISEASE>	patients with chronic <DISEASE>[X]</DISEASE>	patients with chronic <DISEASE></DISEASE>	0.7347741496	3
4123	effect of <DRUG>[Y]</DRUG> -lrb-	effect of <DRUG>[Y]</DRUG> -lrb-	effect of <DRUG></DRUG> -lrb-	0.1588029744	2
4134	management of <DISEASE>[X]</DISEASE>	management of <DISEASE>[X]</DISEASE>	management of <DISEASE></DISEASE>	0.1282975061	2
4139	patients with <DISEASE>[X]</DISEASE>	patients with <DISEASE>[X]</DISEASE>	patients with <DISEASE></DISEASE>	0.0839560343	2
4143	effects of <DRUG>[Y]</DRUG>	effects of <DRUG>[Y]</DRUG>	effects of <DRUG></DRUG>	0.1561517862	2
4144	patients with severe <DISEASE>[X]</DISEASE>	patients with severe <DISEASE>[X]</DISEASE>	patients with severe <DISEASE></DISEASE>	0.1960729107	3
4145	effects of <DRUG>[Y]</DRUG>	effects of <DRUG>[Y]</DRUG>	effects of <DRUG></DRUG>	0.1561517862	2
4155	safety of <DRUG>[Y]</DRUG>	safety of <DRUG>[Y]</DRUG>	safety of <DRUG></DRUG>	0.0970973696	2
4158	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE></DISEASE> -lrb-	0.1413220535	0
4159	safety of <DRUG>[Y]</DRUG>	safety of <DRUG>[Y]</DRUG>	safety of <DRUG></DRUG>	0.0970973696	2
4162	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE></DISEASE> -lrb-	0.1413220535	0
4166	treatment of <DISEASE>[X]</DISEASE>	treatment of <DISEASE>[X]</DISEASE>	treatment of <DISEASE></DISEASE>	0.6187262921	2
4167	patients who received <DRUG>[Y]</DRUG>	patients who received <DRUG>[Y]</DRUG>	patients who received <DRUG></DRUG>	0.2021640677	3
4168	treatment of severe <DISEASE>[X]</DISEASE>	treatment of severe <DISEASE>[X]</DISEASE>	treatment of severe <DISEASE></DISEASE>	0.613351467	3
4170	patients with severe <DISEASE>[X]</DISEASE>	patients with severe <DISEASE>[X]</DISEASE>	patients with severe <DISEASE></DISEASE>	0.1960729107	3
4176	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE></DISEASE> -lrb-	0.1413220535	0
4185	<DRUG>[Y]</DRUG> -rrb-	<DRUG>[Y]</DRUG> -rrb-	<DRUG></DRUG> -rrb-	0.161314391	0
4186	patients with severe <DISEASE>[X]</DISEASE>	patients with severe <DISEASE>[X]</DISEASE>	patients with severe <DISEASE></DISEASE>	0.1960729107	3
4197	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
4199	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE></DISEASE> -lrb-	0.1413220535	0
4210	management of <DISEASE>[X]</DISEASE>	management of <DISEASE>[X]</DISEASE>	management of <DISEASE></DISEASE>	0.1282975061	2
4238	patients with <DISEASE>[X]</DISEASE> ,	patients with <DISEASE>[X]</DISEASE> ,	patients with <DISEASE></DISEASE> ,	0.1475753864	2
4241	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE></DISEASE> -lrb-	0.1413220535	0
4264	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
4290	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE></DISEASE> -lrb-	0.1413220535	0
4302	treatment of <DISEASE>[X]</DISEASE>	treatment of <DISEASE>[X]</DISEASE>	treatment of <DISEASE></DISEASE>	0.6187262921	2
4325	<DRUG>[Y]</DRUG> objective	<DRUG>[Y]</DRUG> objective	<DRUG></DRUG> objective	0.1555889801	0
4328	<DRUG>[Y]</DRUG> objective	<DRUG>[Y]</DRUG> objective	<DRUG></DRUG> objective	0.1555889801	0
4335	treatment of <DISEASE>[X]</DISEASE>	treatment of <DISEASE>[X]</DISEASE>	treatment of <DISEASE></DISEASE>	0.6187262921	2
4337	background : <DRUG>[Y]</DRUG>	background : <DRUG>[Y]</DRUG>	background : <DRUG></DRUG>	0.7911603125	2
4341	effect of <DRUG>[Y]</DRUG>	effect of <DRUG>[Y]</DRUG>	effect of <DRUG></DRUG>	0.1561517862	2
4348	management of <DISEASE>[X]</DISEASE>	management of <DISEASE>[X]</DISEASE>	management of <DISEASE></DISEASE>	0.1282975061	2
4357	background : <DISEASE>[X]</DISEASE>	background : <DISEASE>[X]</DISEASE>	background : <DISEASE></DISEASE>	0.676200139	2
4371	prevention of <DISEASE>[X]</DISEASE>	prevention of <DISEASE>[X]</DISEASE>	prevention of <DISEASE></DISEASE>	0.308560245	2
4392	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE></DISEASE> -lrb-	0.1413220535	0
4394	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE></DISEASE> -lrb-	0.1413220535	0
4433	<DRUG>[Y]</DRUG> -lrb- <DRUG>[Y]</DRUG> -rrb-	<DRUG>[Y]</DRUG> -lrb- <DRUG>[Y]</DRUG> -rrb-	<DRUG></DRUG> -lrb- <DRUG></DRUG> -rrb-	0.59074861	0
4434	<DRUG>[Y]</DRUG> -lrb- <DRUG>[Y]</DRUG> -rrb-	<DRUG>[Y]</DRUG> -lrb- <DRUG>[Y]</DRUG> -rrb-	<DRUG></DRUG> -lrb- <DRUG></DRUG> -rrb-	0.59074861	2
4437	<DRUG>[Y]</DRUG> -lrb- <DRUG>[Y]</DRUG> -rrb-	<DRUG>[Y]</DRUG> -lrb- <DRUG>[Y]</DRUG> -rrb-	<DRUG></DRUG> -lrb- <DRUG></DRUG> -rrb-	0.59074861	0
4438	<DRUG>[Y]</DRUG> -lrb- <DRUG>[Y]</DRUG> -rrb-	<DRUG>[Y]</DRUG> -lrb- <DRUG>[Y]</DRUG> -rrb-	<DRUG></DRUG> -lrb- <DRUG></DRUG> -rrb-	0.59074861	2
4441	-lrb- <DISEASE>[X]</DISEASE> -rrb-	-lrb- <DISEASE>[X]</DISEASE> -rrb-	-lrb- <DISEASE></DISEASE> -rrb-	0.1701316749	1
4442	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
4443	-lrb- <DISEASE>[X]</DISEASE> -rrb-	-lrb- <DISEASE>[X]</DISEASE> -rrb-	-lrb- <DISEASE></DISEASE> -rrb-	0.1701316749	1
4444	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE></DISEASE> -lrb-	0.1413220535	0
4445	<DRUG>[Y]</DRUG> -lrb- mg/day -rrb-	<DRUG>[Y]</DRUG> -lrb- mg/day -rrb-	<DRUG></DRUG> -lrb- mg/day -rrb-	0.1987871411	0
4446	-rrb- in the treatment of <DISEASE>[X]</DISEASE>	-rrb- in the treatment of <DISEASE>[X]</DISEASE>	-rrb- in the treatment of <DISEASE></DISEASE>	0.9132271311	5
4447	<DISEASE>[X]</DISEASE> or schizoaffective	<DISEASE>[X]</DISEASE> or schizoaffective	<DISEASE></DISEASE> or schizoaffective	0.204908139	0
4449	<DISEASE>[X]</DISEASE> or schizoaffective	<DISEASE>[X]</DISEASE> or schizoaffective	<DISEASE></DISEASE> or schizoaffective	0.204908139	0
4455	<DRUG>[Y]</DRUG> in the treatment of <DISEASE>[X]</DISEASE>	<DRUG>[Y]</DRUG> in the treatment of <DISEASE>[X]</DISEASE>	<DRUG></DRUG> in the treatment of <DISEASE></DISEASE>	0.8920158445	0
4457	<DRUG>[Y]</DRUG> in the treatment of <DISEASE>[X]</DISEASE>	<DRUG>[Y]</DRUG> in the treatment of <DISEASE>[X]</DISEASE>	<DRUG></DRUG> in the treatment of <DISEASE></DISEASE>	0.8920158445	0
4459	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
4461	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
4465	<DRUG>[Y]</DRUG> in patients	<DRUG>[Y]</DRUG> in patients	<DRUG></DRUG> in patients	0.0839560343	0
4466	chronic idiopathic <DISEASE>[X]</DISEASE>	chronic idiopathic <DISEASE>[X]</DISEASE>	chronic idiopathic <DISEASE></DISEASE>	0.2033862092	2
4467	efficacy of <DRUG>[Y]</DRUG>	efficacy of <DRUG>[Y]</DRUG>	efficacy of <DRUG></DRUG>	0.1561517862	2
4475	effects of <DRUG>[Y]</DRUG>	effects of <DRUG>[Y]</DRUG>	effects of <DRUG></DRUG>	0.1561517862	2
4476	effects of <DRUG>[Y]</DRUG>	effects of <DRUG>[Y]</DRUG>	effects of <DRUG></DRUG>	0.1561517862	2
4477	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE></DISEASE> -lrb-	0.1413220535	0
4478	effects of <DRUG>[Y]</DRUG>	effects of <DRUG>[Y]</DRUG>	effects of <DRUG></DRUG>	0.1561517862	2
4479	effects of <DRUG>[Y]</DRUG>	effects of <DRUG>[Y]</DRUG>	effects of <DRUG></DRUG>	0.1561517862	2
4480	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE></DISEASE> -lrb-	0.1413220535	0
4489	<DRUG>[Y]</DRUG> in patients	<DRUG>[Y]</DRUG> in patients	<DRUG></DRUG> in patients	0.0839560343	0
4491	<DRUG>[Y]</DRUG> in patients	<DRUG>[Y]</DRUG> in patients	<DRUG></DRUG> in patients	0.0839560343	0
4493	<DRUG>[Y]</DRUG> -rrb-	<DRUG>[Y]</DRUG> -rrb-	<DRUG></DRUG> -rrb-	0.161314391	0
4494	familial <DISEASE>[X]</DISEASE> -lrb- fh -rrb-	familial <DISEASE>[X]</DISEASE> -lrb- fh -rrb-	familial <DISEASE></DISEASE> -lrb- fh -rrb-	0.2066822547	1
4495	<DRUG>[Y]</DRUG> -rrb-	<DRUG>[Y]</DRUG> -rrb-	<DRUG></DRUG> -rrb-	0.161314391	0
4496	familial <DISEASE>[X]</DISEASE> -lrb- fh -rrb-	familial <DISEASE>[X]</DISEASE> -lrb- fh -rrb-	familial <DISEASE></DISEASE> -lrb- fh -rrb-	0.2066822547	1
4505	<DRUG>[Y]</DRUG> -rrb-	<DRUG>[Y]</DRUG> -rrb-	<DRUG></DRUG> -rrb-	0.161314391	0
4507	<DRUG>[Y]</DRUG> -rrb-	<DRUG>[Y]</DRUG> -rrb-	<DRUG></DRUG> -rrb-	0.161314391	0
4511	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE></DISEASE> -lrb-	0.1413220535	0
4514	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE></DISEASE> -lrb-	0.1413220535	0
4519	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
4521	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
4525	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE></DISEASE> -lrb-	0.1413220535	0
4540	effects of <DRUG>[Y]</DRUG>	effects of <DRUG>[Y]</DRUG>	effects of <DRUG></DRUG>	0.1561517862	2
4542	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
4543	effects of <DRUG>[Y]</DRUG>	effects of <DRUG>[Y]</DRUG>	effects of <DRUG></DRUG>	0.1561517862	2
4545	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
4554	<DRUG>[Y]</DRUG> in patients	<DRUG>[Y]</DRUG> in patients	<DRUG></DRUG> in patients	0.0839560343	0
4556	<DRUG>[Y]</DRUG> in patients	<DRUG>[Y]</DRUG> in patients	<DRUG></DRUG> in patients	0.0839560343	0
4558	<DRUG>[Y]</DRUG> in patients	<DRUG>[Y]</DRUG> in patients	<DRUG></DRUG> in patients	0.0839560343	0
4560	<DRUG>[Y]</DRUG> in patients	<DRUG>[Y]</DRUG> in patients	<DRUG></DRUG> in patients	0.0839560343	0
4562	<DRUG>[Y]</DRUG> in patients	<DRUG>[Y]</DRUG> in patients	<DRUG></DRUG> in patients	0.0839560343	0
4564	<DRUG>[Y]</DRUG> in patients	<DRUG>[Y]</DRUG> in patients	<DRUG></DRUG> in patients	0.0839560343	0
4571	<DRUG>[Y]</DRUG> group -lrb-	<DRUG>[Y]</DRUG> group -lrb-	<DRUG></DRUG> group -lrb-	0.1550210324	0
4573	<DRUG>[Y]</DRUG> group -lrb-	<DRUG>[Y]</DRUG> group -lrb-	<DRUG></DRUG> group -lrb-	0.1550210324	0
4578	analgesic effect of <DRUG>[Y]</DRUG>	analgesic effect of <DRUG>[Y]</DRUG>	analgesic effect of <DRUG></DRUG>	0.2066822547	3
4578	<DRUG>[Y]</DRUG> in the treatment	<DRUG>[Y]</DRUG> in the treatment	<DRUG></DRUG> in the treatment	0.6173747883	0
4581	analgesic effect of <DRUG>[Y]</DRUG>	analgesic effect of <DRUG>[Y]</DRUG>	analgesic effect of <DRUG></DRUG>	0.2066822547	3
4581	<DRUG>[Y]</DRUG> in the treatment	<DRUG>[Y]</DRUG> in the treatment	<DRUG></DRUG> in the treatment	0.6173747883	0
4584	analgesic effect of <DRUG>[Y]</DRUG>	analgesic effect of <DRUG>[Y]</DRUG>	analgesic effect of <DRUG></DRUG>	0.2066822547	3
4584	<DRUG>[Y]</DRUG> in the treatment	<DRUG>[Y]</DRUG> in the treatment	<DRUG></DRUG> in the treatment	0.6173747883	0
4587	analgesic effect of <DRUG>[Y]</DRUG>	analgesic effect of <DRUG>[Y]</DRUG>	analgesic effect of <DRUG></DRUG>	0.2066822547	3
4587	<DRUG>[Y]</DRUG> in the treatment	<DRUG>[Y]</DRUG> in the treatment	<DRUG></DRUG> in the treatment	0.6173747883	0
4591	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE></DISEASE> -lrb-	0.1413220535	0
4593	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE>[X]</DISEASE> -lrb-	<DISEASE></DISEASE> -lrb-	0.1413220535	0
4607	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
4623	<DRUG>[Y]</DRUG> -lrb- mg/day -rrb-	<DRUG>[Y]</DRUG> -lrb- mg/day -rrb-	<DRUG></DRUG> -lrb- mg/day -rrb-	0.1987871411	0
4626	disorder -lrb- <DISEASE>[X]</DISEASE> -rrb-	disorder -lrb- <DISEASE>[X]</DISEASE> -rrb-	disorder -lrb- <DISEASE></DISEASE> -rrb-	0.1576016922	2
4627	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
4628	<DRUG>[Y]</DRUG> in the treatment	<DRUG>[Y]</DRUG> in the treatment	<DRUG></DRUG> in the treatment	0.6173747883	0
4629	efficacy and safety of <DRUG>[Y]</DRUG>	efficacy and safety of <DRUG>[Y]</DRUG>	efficacy and safety of <DRUG></DRUG>	0.797264471	4
4630	-lrb- <DISEASE>[X]</DISEASE> -rrb-	-lrb- <DISEASE>[X]</DISEASE> -rrb-	-lrb- <DISEASE></DISEASE> -rrb-	0.1701316749	1
4631	<DRUG>[Y]</DRUG> in patients with <DISEASE>[X]</DISEASE>	<DRUG>[Y]</DRUG> in patients with <DISEASE>[X]</DISEASE>	<DRUG></DRUG> in patients with <DISEASE></DISEASE>	0.2207851559	0
4632	<DRUG>[Y]</DRUG> in patients with <DISEASE>[X]</DISEASE>	<DRUG>[Y]</DRUG> in patients with <DISEASE>[X]</DISEASE>	<DRUG></DRUG> in patients with <DISEASE></DISEASE>	0.2207851559	4
4632	patients with <DISEASE>[X]</DISEASE> ,	patients with <DISEASE>[X]</DISEASE> ,	patients with <DISEASE></DISEASE> ,	0.1475753864	2
4634	treatment of <DISEASE>[X]</DISEASE>	treatment of <DISEASE>[X]</DISEASE>	treatment of <DISEASE></DISEASE>	0.6187262921	2
4640	patients with <DISEASE>[X]</DISEASE>	patients with <DISEASE>[X]</DISEASE>	patients with <DISEASE></DISEASE>	0.0839560343	2
4640	<DISEASE>[X]</DISEASE> who	<DISEASE>[X]</DISEASE> who	<DISEASE></DISEASE> who	0.0994923305	0
4645	disorder -lrb- <DISEASE>[X]</DISEASE> -rrb-	disorder -lrb- <DISEASE>[X]</DISEASE> -rrb-	disorder -lrb- <DISEASE></DISEASE> -rrb-	0.1576016922	2
4649	disorder -lrb- <DISEASE>[X]</DISEASE> -rrb-	disorder -lrb- <DISEASE>[X]</DISEASE> -rrb-	disorder -lrb- <DISEASE></DISEASE> -rrb-	0.1576016922	2
4650	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
4652	-lrb- <DISEASE>[X]</DISEASE> -rrb-	-lrb- <DISEASE>[X]</DISEASE> -rrb-	-lrb- <DISEASE></DISEASE> -rrb-	0.1701316749	1
4654	patients who received <DRUG>[Y]</DRUG>	patients who received <DRUG>[Y]</DRUG>	patients who received <DRUG></DRUG>	0.2021640677	3
4655	disorder -lrb- <DISEASE>[X]</DISEASE> -rrb-	disorder -lrb- <DISEASE>[X]</DISEASE> -rrb-	disorder -lrb- <DISEASE></DISEASE> -rrb-	0.1576016922	2
4656	<DRUG>[Y]</DRUG> -lrb- mg/day -rrb-	<DRUG>[Y]</DRUG> -lrb- mg/day -rrb-	<DRUG></DRUG> -lrb- mg/day -rrb-	0.1987871411	0
4659	<DRUG>[Y]</DRUG> -lrb-	<DRUG>[Y]</DRUG> -lrb-	<DRUG></DRUG> -lrb-	0.1597990265	0
